CRESTRON - DEALER PRICE LIST - 10th January 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
462,"8-Port PoDM+ Power Supply for DM 8G+® I/O Cards
 [Limited Supply]",6509492,DM-PSU-8-PLUS,87120,726,943.8,0.180000000000016,1452,,,,,,,,
463,"DigitalMedia™ Ultra Midspan PoDM++ Injector
 [Limited Supply]",6507998,DM-PSU-ULTRA-MIDSPAN,43560,363,471.9,0.180000000000016,726,,,,,,,,
464,"DigitalMedia 8G™ Fiber Receiver & Room Controller 100
 [Limited Supply]",6503960,DM-RMC-100-S,87120,726,943.8,0.180000000000016,1452,,,,,,,,
465,"DigitalMedia 8G™ Fiber Receiver & Room Controller 150
 [Limited Supply]",6504394,DM-RMC-150-S,116160,968,1258.4,0.180000000000016,1936,,"Not in Pricelist
",,,,,,
466,"DigitalMedia 8G+® Receiver & Room Controller 200
 [Limited Supply]",6504128,DM-RMC-200-C,145200,1210,1573,0.180000000000016,2420,,,,,,,,
467,"Wall Plate 4K DigitalMedia 8G+® Receiver & Room Controller 100, Black Textured",6505627,DM-RMC-4K-100-C-1G-B-T,56040,467,607.1,0.180000000000016,934,,,,,,,,
468,"Wall Plate 4K DigitalMedia 8G+® Receiver & Room Controller 100, White Textured",6505628,DM-RMC-4K-100-C-1G-W-T,50880,424,551.2,0.180000000000016,848,,,,,,,,
469,DigitalMedia 8G+® 4K60 4:4:4 HDR Receiver & Room Controller 100,6508077,DM-RMC-4KZ-100-C,64920,541,703.3,0.180000000000016,1082,,,,,,,,
470,DigitalMedia 8G+® 4K60 4:4:4 HDR Receiver and Room Controller with Scaler,6508076,DM-RMC-4KZ-SCALER-C,130680,1089,1415.7,0.180000000000016,2178,,,,,,,,
471,"DigitalMedia 8G™ Fiber Receiver & Room Controller w/Scaler
 [Limited Supply]",6505892,DM-RMC-SCALER-S,130680,1089,1415.7,0.180000000000016,2178,,,,,,,,
472,"DigitalMedia™ 24-Port Keystone Patch Panel
 [Limited Supply]",6507642,DM-RPP-K24,13080,109,141.7,0.180000000000016,218,,,,,,,,
473,"Wall Plate DigitalMedia 8G+® Transmitter 200, Black Textured
 [Limited Supply]",6510978,DM-TX-200-C-2G-B-T,101640,847,1101.1,0.180000000000016,1694,,,,,,,,
474,"Wall Plate DigitalMedia 8G+® Transmitter 200, White Textured
 [Limited Supply]",6510977,DM-TX-200-C-2G-W-T,101640,847,1101.1,0.180000000000016,1694,,,,,,,,
475,"DigitalMedia 8G+® Transmitter 201
 [Limited Supply]",6510976,DM-TX-201-C,94440,787,1023.1,0.180000000000016,1574,,,,,,,,
476,"DigitalMedia 8G™ Fiber Transmitter 201
 [Limited Supply]",6504168,DM-TX-201-S,150360,1253,1628.9,0.180000000000016,2506,,,,,,,,
477,"DigitalMedia 8G™ Fiber Transmitter 401
 [Limited Supply]",6505027,DM-TX-401-S,203280,1694,2202.2,0.180000000000016,3388,,Not in Pricelist,,,,,,
478,"DigitalMedia 8G+® 4K60 4:4:4 HDR Wall Plate Transmitter, Black",6510626,DM-TX-4KZ-100-C-1G-B-T,72600,605,786.5,0.180000000000016,1210,,,,,,,,
479,"DigitalMedia 8G+® 4K60 4:4:4 HDR Wall Plate Transmitter, White",6510627,DM-TX-4KZ-100-C-1G-W-T,72600,605,786.5,0.180000000000016,1210,,,,,,,,
480,DigitalMedia 8G+® 4K60 4:4:4 HDR Transmitter 302,6508078,DM-TX-4KZ-302-C,143760,1198,1557.4,0.180000000000016,2396,,,,,,,,
481,HD Streaming Transmitter/Receiver,6507122,DM-TXRX-100-STR,145200,1210,1573,0.180000000000016,2420,,,,,,,,
482,Crestron Avia™ 12x8 Digital Signal Processor,6506917,DSP-1280,188760,1573,2044.9,0.180000000000016,3146,,,,,,,,
483,Crestron Avia™ 12x8 Digital Signal Processor w/Dante®™,6506918,DSP-1281,217800,1815,2359.5,0.180000000000016,3630,,,,,,,,
484,Crestron Avia™ 8x6 Digital Signal Processor,6507123,DSP-860,145200,1210,1573,0.180000000000016,2420,,,,,,,,
485,Desk Scheduling Status Indicator,6513178,DSS-100,19800,165,214.5,0.180000000000016,330,,,,,,,,
486,B468R - Four Gang Box w/ears+swing clamps,6508963,FOUR-GANG-SC,840,7,9.1,0.180000000000016,14,,,,,,,,
487,Single gang faceplate Niko Intense - White,6508964,FP1-120-INTENSE,840,7,9.1,0.180000000000016,14,,,,,,,,
488,Single gang faceplate Intense - Antracite,6508966,FP1-122-INTENSE,840,7,9.1,0.180000000000016,14,,,,,,,,
489,Dual gang faceplate Intense - White,6508991,FP2-120-INTENSE,840,7,9.1,0.180000000000017,14,,,,,,,,
490,Dual gang faceplate Niko Intense - Anthracite,6508995,FP2-122-INTENSE,1560,13,16.9,0.180000000000017,26,,,,,,,,
491,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Antique Brass",6509124,FPE-C2N-CBF-EU-AB,5160,43,55.9,0.180000000000017,86,,,,,,,,
492,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Antique Bronze Dark",6509125,FPE-C2N-CBF-EU-ABZD,5880,49,63.7,0.180000000000017,98,,,,,,,,
493,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Antique Bronze Light",6509126,FPE-C2N-CBF-EU-ABZL,5160,43,55.9,0.180000000000017,86,,,,,,,,
494,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Forbes and Lomax Antique Bronze",6509127,FPE-C2N-CBF-EU-FLABZD,7320,61,79.3,0.180000000000017,122,,,,,,,,
495,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Primer Finished Brass",6509128,FPE-C2N-CBF-EU-PAINT,6600,55,71.5,0.180000000000017,110,,,,,,,,
496,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Polished Brass",6509129,FPE-C2N-CBF-EU-PB,4440,37,48.1,0.180000000000017,74,,,,,,,,
497,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Polished Chrome",6509130,FPE-C2N-CBF-EU-PC,6600,55,71.5,0.180000000000017,110,,,,,,,,
498,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Polished Nickel",6509131,FPE-C2N-CBF-EU-PN,5160,43,55.9,0.180000000000017,86,,,,,,,,
499,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Satin Brass",6509132,FPE-C2N-CBF-EU-SB,4440,37,48.1,0.180000000000017,74,,,,,,,,
500,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Satin Chrome",6509133,FPE-C2N-CBF-EU-SC,6600,55,71.5,0.180000000000017,110,,,,,,,,
501,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Satin Nickel",6509134,FPE-C2N-CBF-EU-SN,6600,55,71.5,0.180000000000017,110,,,,,,,,
502,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Stainless Steel Brushed",6509135,FPE-C2N-CBF-EU-SS-BRUSHED,3000,25,32.5,0.180000000000017,50,,,,,,,,
503,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Stainless Steel Polished",6509136,FPE-C2N-CBF-EU-SS-POLISHED,3000,25,32.5,0.180000000000017,50,,,,,,,,
504,"Elegance Faceplate for Cameo® Flush Mount Keypads, EU Format, Silk White",6509137,FPE-C2N-CBF-EU-WH,8160,68,88.4,0.180000000000017,136,,,,,,,,
505,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Antique Brass",6509138,FPE-C2N-CBF-SL-AB,4440,37,48.1,0.180000000000017,74,,,,,,,,
506,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Antique Bronze Dark",6509139,FPE-C2N-CBF-SL-ABZD,4440,37,48.1,0.180000000000017,74,,,,,,,,
507,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Antique Bronze Light",6509140,FPE-C2N-CBF-SL-ABZL,4440,37,48.1,0.180000000000017,74,,,,,,,,
508,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Forbes and Lomax Antique Bronze",6509141,FPE-C2N-CBF-SL-FLABZD,5880,49,63.7,0.180000000000017,98,,,,,,,,
509,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Primer Finished Brass",6509142,FPE-C2N-CBF-SL-PAINT,5880,49,63.7,0.180000000000017,98,,,,,,,,
510,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Polished Brass",6509143,FPE-C2N-CBF-SL-PB,3720,31,40.3,0.180000000000017,62,,,,,,,,
511,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Polished Chrome",6509144,FPE-C2N-CBF-SL-PC,5880,49,63.7,0.180000000000017,98,,,,,,,,
512,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Polished Nickel",6509145,FPE-C2N-CBF-SL-PN,5880,49,63.7,0.180000000000017,98,,,,,,,,
513,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Satin Brass",6509146,FPE-C2N-CBF-SL-SB,3720,31,40.3,0.180000000000017,62,,,,,,,,
514,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Satin Chrome",6509147,FPE-C2N-CBF-SL-SC,5880,49,63.7,0.180000000000017,98,,,,,,,,
515,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Satin Nickel",6509148,FPE-C2N-CBF-SL-SN,5880,49,63.7,0.180000000000017,98,,,,,,,,
516,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Stainless Steel Brushed",6509149,FPE-C2N-CBF-SL-SS-BRUSHED,3000,25,32.5,0.180000000000017,50,,,,,,,,
517,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Stainless Steel Polished",6509150,FPE-C2N-CBF-SL-SS-POLISHED,3000,25,32.5,0.180000000000017,50,,,,,,,,
518,"Elegance Faceplate for Cameo® Flush Mount Keypads, Slim Format, Silk White",6509151,FPE-C2N-CBF-SL-WH,8160,68,88.4,0.180000000000017,136,,,,,,,,
519,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Antique Brass",6509152,FPE-C2N-CBF-US-AB,5160,43,55.9,0.180000000000018,86,,,,,,,,
520,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Antique Bronze Dark",6509153,FPE-C2N-CBF-US-ABZD,6600,55,71.5,0.180000000000018,110,,,,,,,,
521,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Antique Bronze Light",6509154,FPE-C2N-CBF-US-ABZL,5160,43,55.9,0.180000000000018,86,,,,,,,,
522,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Forbes and Lomax Antique Bronze",6509155,FPE-C2N-CBF-US-FLABZD,8160,68,88.4,0.180000000000018,136,,,,,,,,
523,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Primer Finished Brass",6509156,FPE-C2N-CBF-US-PAINT,6600,55,71.5,0.180000000000018,110,,,,,,,,
524,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Polished Brass",6509157,FPE-C2N-CBF-US-PB,4440,37,48.1,0.180000000000018,74,,,,,,,,
525,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Polished Chrome",6509158,FPE-C2N-CBF-US-PC,6600,55,71.5,0.180000000000018,110,,,,,,,,
526,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Polished Nickel",6509159,FPE-C2N-CBF-US-PN,6600,55,71.5,0.180000000000018,110,,,,,,,,
527,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Satin Brass",6509160,FPE-C2N-CBF-US-SB,4440,37,48.1,0.180000000000018,74,,,,,,,,
528,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Satin Chrome",6509161,FPE-C2N-CBF-US-SC,7080,59,76.7,0.180000000000018,118,,,,,,,,
529,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Satin Nickel",6509162,FPE-C2N-CBF-US-SN,7080,59,76.7,0.180000000000018,118,,,,,,,,
530,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Stainless Steel Brushed",6509163,FPE-C2N-CBF-US-SS-BRUSHED,3720,31,40.3,0.180000000000018,62,,,,,,,,
531,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Stainless Steel Polished",6509164,FPE-C2N-CBF-US-SS-POLISHED,3720,31,40.3,0.180000000000018,62,,,,,,,,
532,"Elegance Faceplate for Cameo® Flush Mount Keypads, US Format, Silk White",6509165,FPE-C2N-CBF-US-WH,8760,73,94.9,0.180000000000018,146,,,,,,,,
533,Antique Brass Faceplate for C2NI-CB,6509166,FPE-C2NI-CB-AB,13080,109,141.7,0.180000000000018,218,,,,,,,,
534,Antique Bronze Dark Faceplate for C2NI-CB,6509167,FPE-C2NI-CB-ABZD,14520,121,157.3,0.180000000000018,242,,,,,,,,
535,Antique Bronze Light Faceplate for C2NI-CB,6509168,FPE-C2NI-CB-ABZL,13080,109,141.7,0.180000000000018,218,,,,,,,,
536,Forbes & Lomax Antique Bronze Faceplate for C2NI-CB,6509169,FPE-C2NI-CB-FLABZD,16080,134,174.2,0.180000000000018,268,,,,,,,,
537,Primer Finished Brass Faceplate for C2NI-CB,6509170,FPE-C2NI-CB-PAINT,13920,116,150.8,0.180000000000018,232,,,,,,,,
538,Polished Brass Faceplate for C2NI-CB,6509171,FPE-C2NI-CB-PB,16800,140,182,0.180000000000018,280,,,,,,,,
539,Polished Chrome Faceplate for C2NI-CB,6509172,FPE-C2NI-CB-PC,18960,158,205.4,0.180000000000018,316,,,,,,,,
540,Polished Nickel Faceplate for C2NI-CB,6509173,FPE-C2NI-CB-PN,18960,158,205.4,0.180000000000018,316,,,,,,,,
541,Satin Brass Faceplate for C2NI-CB,6509174,FPE-C2NI-CB-SB,13080,109,141.7,0.180000000000018,218,,,,,,,,
542,Satin Chrome Faceplate for C2NI-CB,6509175,FPE-C2NI-CB-SC,14520,121,157.3,0.180000000000018,242,,,,,,,,
543,Satin Nickel Faceplate for C2NI-CB,6509176,FPE-C2NI-CB-SN,14520,121,157.3,0.180000000000018,242,,,,,,,,
544,Unfinished Faceplate for C2NI-CB,6509177,FPE-C2NI-CB-UNF,16080,134,174.2,0.180000000000018,268,,,,,,,,
545,Silk White Faceplate for C2NI-CB,6509178,FPE-C2NI-CB-WH,16080,134,174.2,0.180000000000018,268,,,,,,,,
546,"Elegance Faceplate Color Sample Case
 [Product typically ships in 12-14 weeks]",6509180,FPE-SAMPLE-CASE,29040,242,314.6,0.180000000000018,484,,,,,,,,
547,"Decorator Style Faceplate, 1-Gang, Almond Textured",6506264,FP-G1-A-T,840,7,9.1,0.180000000000018,14,,,,,,,,
548,"Decorator Style Faceplate, 1-Gang, Brown Smooth",6506283,FP-G1-BRN-S,840,7,9.1,0.180000000000019,14,,,,,,,,
549,"Decorator Style Faceplate, 1-Gang, Black Smooth",6506261,FP-G1-B-S,840,7,9.1,0.180000000000019,14,,,,,,,,
550,"Decorator Style Faceplate, 1-Gang, Black Textured",6506262,FP-G1-B-T,840,7,9.1,0.180000000000019,14,,,,,,,,
551,"Decorator Style Faceplate, 1-Gang, Dark Almond Smooth",6506284,FP-G1-DA-S,840,7,9.1,0.180000000000019,14,,,,,,,,
552,"Decorator Style Faceplate, 1-Gang, Dusk Textured",6506285,FP-G1-DSK-T,840,7,9.1,0.180000000000019,14,,,,,,,,
553,"Decorator Style Faceplate, 1-Gang, Gray Smooth",6506286,FP-G1-GRY-S,840,7,9.1,0.180000000000019,14,,,,,,,,
554,"Decorator Style Faceplate, 1-Gang, Ivory Smooth",6506287,FP-G1-IVR-S,840,7,9.1,0.180000000000019,14,,,,,,,,
555,"Decorator Style Faceplate, 1-Gang, Latte Textured",6506288,FP-G1-LAT-T,840,7,9.1,0.180000000000019,14,,,,,,,,
556,"Decorator Style Faceplate, 1-Gang, Red Smooth",6507953,FP-G1-RED-S,840,7,9.1,0.180000000000019,14,,,,,,,,
557,"Decorator Style Faceplate, 1-Gang, White Smooth",6506259,FP-G1-W-S,840,7,9.1,0.180000000000019,14,,,,,,,,
558,"Decorator Style Faceplate, 1-Gang, White Textured",6506260,FP-G1-W-T,840,7,9.1,0.180000000000019,14,,,,,,,,
559,"Decorator Style Faceplate, 2-Gang, Almond Smooth",6506269,FP-G2-A-S,1560,13,16.9,0.180000000000019,26,,,,,,,,
560,"Decorator Style Faceplate, 2-Gang, Almond Textured",6506270,FP-G2-A-T,1560,13,16.9,0.180000000000019,26,,,,,,,,
561,"Decorator Style Faceplate, 2-Gang, Brown Smooth",6506289,FP-G2-BRN-S,1560,13,16.9,0.180000000000019,26,,,,,,,,
562,"Decorator Style Faceplate, 2-Gang, Black Smooth",6506267,FP-G2-B-S,1560,13,16.9,0.180000000000019,26,,,,,,,,
563,"Decorator Style Faceplate, 2-Gang, Black Textured",6506268,FP-G2-B-T,1560,13,16.9,0.180000000000019,26,,,,,,,,
564,"Decorator Style Faceplate, 2-Gang, Dark Almond Smooth",6506290,FP-G2-DA-S,1560,13,16.9,0.180000000000019,26,,,,,,,,
565,"2-Gang Decorator Style Faceplate for HD-MD-300-C-E and DM-TX-200-C-2G Series, Black Textured",6509664,FP-G2-DM-B-T,1560,13,16.9,0.180000000000019,26,,,,,,,,
566,"2-Gang Decorator Style Faceplate for HD-MD-300-C-E and DM-TX-200-C-2G Series, White Textured",6509666,FP-G2-DM-W-T,1560,13,16.9,0.180000000000019,26,,,,,,,,
567,"Decorator Style Faceplate, 2-Gang, Dusk Textured",6506291,FP-G2-DSK-T,1560,13,16.9,0.180000000000019,26,,,,,,,,
568,"Decorator Style Faceplate, 2-Gang, Gray Smooth",6506292,FP-G2-GRY-S,1560,13,16.9,0.180000000000019,26,,,,,,,,
569,"Decorator Style Faceplate, 2-Gang, Ivory Smooth",6506293,FP-G2-IVR-S,1560,13,16.9,0.180000000000019,26,,,,,,,,
570,"Decorator Style Faceplate, 2-Gang, Latte Textured",6506294,FP-G2-LAT-T,1560,13,16.9,0.180000000000019,26,,,,,,,,
571,"Decorator Style Faceplate, 2-Gang, Red Smooth",6507954,FP-G2-RED-S,1560,13,16.9,0.180000000000019,26,,,,,,,,
572,"Decorator Style Faceplate, 2-Gang, White Smooth",6506265,FP-G2-W-S,1560,13,16.9,0.180000000000019,26,,,,,,,,
573,"Decorator Style Faceplate, 2-Gang, White Textured",6506266,FP-G2-W-T,1560,13,16.9,0.180000000000019,26,,,,,,,,
574,"Decorator Style Faceplate, 3-Gang, Almond Smooth",6506275,FP-G3-A-S,2280,19,24.7,0.180000000000019,38,,,,,,,,
575,"Decorator Style Faceplate, 3-Gang, Almond Textured",6506276,FP-G3-A-T,2280,19,24.7,0.180000000000019,38,,,,,,,,
576,"Decorator Style Faceplate, 3-Gang, Brown Smooth",6506295,FP-G3-BRN-S,2280,19,24.7,0.180000000000019,38,,,,,,,,
577,"Decorator Style Faceplate, 3-Gang, Black Smooth",6506273,FP-G3-B-S,2280,19,24.7,0.180000000000019,38,,,,,,,,
578,"Decorator Style Faceplate, 3-Gang, Black Textured",6506274,FP-G3-B-T,2280,19,24.7,0.18000000000002,38,,,,,,,,
579,"Decorator Style Faceplate, 3-Gang, Dark Almond Smooth",6506296,FP-G3-DA-S,2280,19,24.7,0.18000000000002,38,,,,,,,,
580,"Decorator Style Faceplate, 3-Gang, Dusk Textured",6506297,FP-G3-DSK-T,2280,19,24.7,0.18000000000002,38,,,,,,,,
581,"Decorator Style Faceplate, 3-Gang, Gray Smooth",6506298,FP-G3-GRY-S,2280,19,24.7,0.18000000000002,38,,,,,,,,
582,"Decorator Style Faceplate, 3-Gang, Ivory Smooth",6506299,FP-G3-IVR-S,2280,19,24.7,0.18000000000002,38,,,,,,,,
583,"Decorator Style Faceplate, 3-Gang, Latte Textured",6506300,FP-G3-LAT-T,2280,19,24.7,0.18000000000002,38,,,,,,,,
584,"Decorator Style Faceplate, 3-Gang, Red Smooth",6507955,FP-G3-RED-S,2280,19,24.7,0.18000000000002,38,,,,,,,,
585,"Decorator Style Faceplate, 3-Gang, White Smooth",6506271,FP-G3-W-S,2280,19,24.7,0.18000000000002,38,,,,,,,,
586,"Decorator Style Faceplate, 3-Gang, White Textured",6506272,FP-G3-W-T,2280,19,24.7,0.18000000000002,38,,,,,,,,
587,"Decorator Style Faceplate, 4-Gang, Almond Smooth",6506281,FP-G4-A-S,3000,25,32.5,0.18000000000002,50,,,,,,,,
588,"Decorator Style Faceplate, 4-Gang, Almond Textured",6506282,FP-G4-A-T,3000,25,32.5,0.18000000000002,50,,,,,,,,
589,"Decorator Style Faceplate, 4-Gang, Brown Smooth",6506301,FP-G4-BRN-S,3000,25,32.5,0.18000000000002,50,,,,,,,,
590,"Decorator Style Faceplate, 4-Gang, Black Smooth",6506279,FP-G4-B-S,3000,25,32.5,0.18000000000002,50,,,,,,,,
591,"Decorator Style Faceplate, 4-Gang, Black Textured",6506280,FP-G4-B-T,3000,25,32.5,0.18000000000002,50,,,,,,,,
592,"Decorator Style Faceplate, 4-Gang, Dark Almond Smooth",6506302,FP-G4-DA-S,3000,25,32.5,0.18000000000002,50,,,,,,,,
593,"Decorator Style Faceplate, 4-Gang, Dusk Textured",6506303,FP-G4-DSK-T,3000,25,32.5,0.18000000000002,50,,,,,,,,
594,"Decorator Style Faceplate, 4-Gang, Gray Smooth",6506304,FP-G4-GRY-S,3000,25,32.5,0.18000000000002,50,,,,,,,,
595,"Decorator Style Faceplate, 4-Gang, Ivory Smooth",6506305,FP-G4-IVR-S,3000,25,32.5,0.18000000000002,50,,,,,,,,
596,"Decorator Style Faceplate, 4-Gang, Latte Textured",6506306,FP-G4-LAT-T,3000,25,32.5,0.18000000000002,50,,,,,,,,
597,"Decorator Style Faceplate, 4-Gang, Red Smooth",6507956,FP-G4-RED-S,3000,25,32.5,0.18000000000002,50,,,,,,,,
598,"Decorator Style Faceplate, 4-Gang, White Smooth",6506277,FP-G4-W-S,3000,25,32.5,0.18000000000002,50,,,,,,,,
599,"Decorator Style Faceplate, 4-Gang, White Textured",6506278,FP-G4-W-T,3000,25,32.5,0.18000000000002,50,,,,,,,,
600,"FlipTop™ FT2 Series Cable Management System, 1200 Size, Electrical, Pass-Through Lid, Alloy",6511653,FT2-1200-ELEC-PTL-AL,51720,431,560.3,0.18000000000002,862,,,,,,,,
601,"FlipTop™ FT2 Series Cable Management System, 1200 Size, Electrical, Pass-Through Lid, Black",6511654,FT2-1200-ELEC-PTL-B,51720,431,560.3,0.18000000000002,862,,,,,,,,
602,"FlipTop™ FT2 Series Cable Management System, 1200 Size, Mechanical, Pass-Through Lid, Alloy
 [Limited Supply]",6511655,FT2-1200-MECH-PTL-AL,37200,310,403,0.18000000000002,620,,,,,,,,
603,"FlipTop™ FT2 Series Cable Management System, 1200 Size, Mechanical, Pass-Through Lid, Black",6511656,FT2-1200-MECH-PTL-B,37200,310,403,0.18000000000002,620,,,,,,,,
604,"FlipTop™ FT2 Series Cable Management System, 1400 Size, Electrical, Pass-Through Lid, Alloy",6511657,FT2-1400-ELEC-PTL-AL,87120,726,943.8,0.18000000000002,1452,,,,,,,,
605,"FlipTop™ FT2 Series Cable Management System, 1400 Size, Electrical, Pass-Through Lid, Black",6511658,FT2-1400-ELEC-PTL-B,87120,726,943.8,0.18000000000002,1452,,,,,,,,
606,"FlipTop™ FT2 Series Cable Management System, 1400 Size, Electrical, Pass-Through Lid, Alloy
 [Limited Supply]",6511659,FT2-1400-MECH-PTL-AL,74160,618,803.4,0.18000000000002,1236,,,,,,,,
607,"FlipTop™ FT2 Series Cable Management System, 1400 Size, Mechanical, Pass-Through Lid, Black",6511660,FT2-1400-MECH-PTL-B,74160,618,803.4,0.180000000000021,1236,,,,,,,,
608,"FlipTop™ FT2 Series Cable Management System, 202 Size, Electrical, Pass-Through Lid, Alloy",6511665,FT2-202-ELEC-PTL-AL,39240,327,425.1,0.180000000000021,654,,,,,,,,
609,"FlipTop™ FT2 Series Cable Management System, 202 Size, Electrical, Pass-Through Lid, Black",6511666,FT2-202-ELEC-PTL-B,39240,327,425.1,0.180000000000021,654,,,,,,,,
610,"FlipTop™ FT2 Series Cable Management System, 202 Size, Mechanical, Pass-Through Lid, Alloy
 [Limited Supply]",6511667,FT2-202-MECH-PTL-AL,23280,194,252.2,0.180000000000021,388,,,,,,,,
611,"FlipTop™ FT2 Series Cable Management System, 202 Size, Mechanical, Pass-Through Lid, Black",6511668,FT2-202-MECH-PTL-B,23280,194,252.2,0.180000000000021,388,,,,,,,,
612,"FlipTop™ FT2 Series Cable Management System, 500 Size, Electrical, Pass-Through Lid, Alloy",6511661,FT2-500-ELEC-PTL-AL,44400,370,481,0.180000000000021,740,,,,,,,,
613,"FlipTop™ FT2 Series Cable Management System, 500 Size, Electrical, Pass-Through Lid, Black",6511662,FT2-500-ELEC-PTL-B,44400,370,481,0.180000000000021,740,,,,,,,,
614,"FlipTop™ FT2 Series Cable Management System, 500 Size, Mechanical, Pass-Through Lid, Alloy
 [Limited Supply]",6511663,FT2-500-MECH-PTL-AL,29880,249,323.7,0.180000000000021,498,,,,,,,,
615,"FlipTop™ FT2 Series Cable Management System, 500 Size, Mechanical, Pass-Through Lid, Black",6511664,FT2-500-MECH-PTL-B,29880,249,323.7,0.180000000000021,498,,,,,,,,
616,"FlipTop™ FT2 Series Cable Management System, 700 Size, Electrical, Pass-Through Lid, Alloy",6511977,FT2-700-ELEC-PTL-AL,54600,455,591.5,0.180000000000021,910,,,,,,,,
617,"FlipTop™ FT2 Series Cable Management System, 700 Size, Electrical, Pass-Through Lid, Black",6511978,FT2-700-ELEC-PTL-B,54600,455,591.5,0.180000000000021,910,,,,,,,,
618,"FlipTop™ FT2 Series Cable Management System, 700 Size, Mechanical, Pass-Through Lid, Alloy
 [Limited Supply]",6511979,FT2-700-MECH-PTL-AL,42960,358,465.4,0.180000000000021,716,,,,,,,,
619,"FlipTop™ FT2 Series Cable Management System, 700 Size, Mechanical, Pass-Through Lid, Black",6511980,FT2-700-MECH-PTL-B,42960,358,465.4,0.180000000000021,716,,,,,,,,
620,"Pass-Through Cable for FT2 Series, DisplayPort™ to DisplayPort, 18 Gbps, 8 ft (2.4 m)
 [Limited Supply]",6508401,FT2A-CBL-PT-4K-DP,9600,80,104,0.180000000000021,160,,,,,,,,
