Extron pricelist drive link- https://docs.google.com/spreadsheets/d/1V2sjY4C5fK7a3ri32zxymZrhKaiDBU74/edit?usp=drive_link&ouid=115637406728694488059&rtpof=true&sd=true,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
644,Lossless 4K/60 Receiver - Singlemode,60-1957-22,FOX3 R 101 SM,207960,1733,2252.9,0.18,,,
645,Lossless 4K/60 Receiver - Multimode,60-1523-21,FOX3 R 311 MM,366000,3050,3965,0.18,,,
646,Uncompressed 4K/60 Receiver - Multimode,60-1523-23,FOX3 R 311 MM,523200,4360,5668,0.18,,,
647,Uncompressed 4K/60 Receiver - Singlemode,60-1523-24,FOX3 R 311 SM,591960,4933,6412.9,0.18,,,
648,Lossless 4K/60 Scaling Receiver - Multimode,60-1600-21,FOX3 SR 201 MM,331200,2760,3588,0.18,,,
649,Uncompressed 4K/60 Scaling Receiver - Multimode,60-1600-23,FOX3 SR 201 MM,488400,4070,5291,0.18,,,
650,Lossless 4K/60 Scaling Receiver - Multimode,70-1224-21,FOX3 SR 201 PC MM,256320,2136,2776.8,0.18,,,
651,Uncompressed 4K/60 Scaling Receiver - Multimode,70-1224-23,FOX3 SR 201 PC MM,396960,3308,4300.4,0.18,,,
652,Lossless 4K/60 Scaling Receiver - Singlemode,70-1224-22,FOX3 SR 201 PC SM,286560,2388,3104.4,0.18,,,
653,Uncompressed 4K/60 Scaling Receiver - Singlemode,70-1224-24,FOX3 SR 201 PC SM,427200,3560,4628,0.18,,,
654,Lossless 4K/60 Scaling Receiver - Singlemode,60-1600-22,FOX3 SR 201 SM,365160,3043,3955.9,0.18,,,
655,Uncompressed 4K/60 Scaling Receiver - Singlemode,60-1600-24,FOX3 SR 201 SM,556440,4637,6028.1,0.18,,,
656,Lossless 4K/60 Scaling Receiver - Multimode,60-1749-21,FOX3 SR 301 MM,407520,3396,4414.8,0.18,,,
657,Uncompressed 4K/60 Scaling Receiver - Multimode,60-1749-23,FOX3 SR 301 MM,564840,4707,6119.1,0.18,,,
658,Lossless 4K/60 Scaling Receiver - Multimode,70-1190-21,FOX3 SR 301 PC MM,309240,2577,3350.1,0.18,,,
659,Uncompressed 4K/60 Scaling Receiver - Multimode,70-1190-23,FOX3 SR 301 PC MM,449880,3749,4873.7,0.18,,,
660,Lossless 4K/60 Scaling Receiver - Singlemode,70-1190-22,FOX3 SR 301 PC SM,339480,2829,3677.7,0.18,,,
661,Uncompressed 4K/60 Scaling Receiver - Singlemode,70-1190-24,FOX3 SR 301 PC SM,510360,4253,5528.9,0.18,,,
662,Lossless 4K/60 Scaling Receiver - Singlemode,60-1749-22,FOX3 SR 301 SM,441600,3680,4784,0.18,,,
663,Uncompressed 4K/60 Scaling Receiver - Singlemode,60-1749-24,FOX3 SR 301 SM,632880,5274,6856.2,0.18,,,
664,Lossless 4K/60 Scaling Receiver - Multimode,60-1732-21,FOX3 SR 311 MM,377280,3144,4087.2,0.18,,,
665,Uncompressed 4K/60 Scaling Receiver - Multimode,60-1732-23,FOX3 SR 311 MM,534600,4455,5791.5,0.18,,,
666,Lossless 4K/60 Scaling Receiver - Multimode,70-1223-21,FOX3 SR 311 PC MM,279000,2325,3022.5,0.18,,,
667,Uncompressed 4K/60 Scaling Receiver - Multimode,70-1223-23,FOX3 SR 311 PC MM,419640,3497,4546.1,0.18,,,
668,Lossless 4K/60 Scaling Receiver - Singlemode,70-1223-22,FOX3 SR 311 PC SM,309240,2577,3350.1,0.18,,,
669,Uncompressed 4K/60 Scaling Receiver - Singlemode,70-1223-24,FOX3 SR 311 PC SM,480120,4001,5201.3,0.18,,,
670,Lossless 4K/60 Scaling Receiver - Singlemode,60-1732-22,FOX3 SR 311 SM,411360,3428,4456.4,0.18,,,
671,Uncompressed 4K/60 Scaling Receiver - Singlemode,60-1732-24,FOX3 SR 311 SM,602640,5022,6528.6,0.18,,,
672,"Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync",60-1777-21,FOX3 SR 321 MM,407520,3396,4414.8,0.18,,,
673,"Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync",60-1777-23,FOX3 SR 321 MM,564840,4707,6119.1,0.18,,,
674,"Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync",60-1777-22,FOX3 SR 321 SM,441600,3680,4784,0.18,,,
675,"Fiber Optic Scaling Receiver for DisplayPort, USB, Audio, Control, and 3D Sync",60-1777-24,FOX3 SR 321 SM,632880,5274,6856.2,0.18,,,
676,"Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync",60-1778-21,FOX3 SR 331 MM,377280,3144,4087.2,0.18,,,
677,"Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync",60-1778-23,FOX3 SR 331 MM,534600,4455,5791.5,0.18,,,
678,"Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync",60-1778-22,FOX3 SR 331 SM,411360,3428,4456.4,0.18,,,
679,"Fiber Optic Scaling Receiver for DisplayPort, USB HID, Audio, Control, and 3D Sync",60-1778-24,FOX3 SR 331 SM,602640,5022,6528.6,0.18,,,
680,Lossless 4K/60 Transmitter - Multimode,60-1957-11,FOX3 T 101 MM,173880,1449,1883.7,0.18,,,
681,Lossless 4K/60 Transmitter - Singlemode,60-1957-12,FOX3 T 101 SM,207960,1733,2252.9,0.18,,,
682,Lossless 4K/60 Transmitter - Multimode,60-1600-11,FOX3 T 201 MM,331200,2760,3588,0.18,,,
683,Uncompressed 4K/60 Transmitter - Multimode,60-1600-13,FOX3 T 201 MM,488400,4070,5291,0.18,,,
684,"PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232",70-1224-11,FOX3 T 201 PC MM,271440,2262,2940.6,0.18,,,
685,"PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232",70-1224-13,FOX3 T 201 PC MM,428760,3573,4644.9,0.18,,,
686,"PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232",70-1224-12,FOX3 T 201 PC SM,305520,2546,3309.8,0.18,,,
687,"PowerCage Fiber Optic Transmitter for HDMI, Audio, and RS-232",70-1224-14,FOX3 T 201 PC SM,496800,4140,5382,0.18,,,
688,Lossless 4K/60 Transmitter - Singlemode,60-1600-12,FOX3 T 201 SM,365160,3043,3955.9,0.18,,,
689,Uncompressed 4K/60 Transmitter - Singlemode,60-1600-14,FOX3 T 201 SM,556440,4637,6028.1,0.18,,,
690,Lossless 4K/60 Transmitter - Multimode,60-1522-11,FOX3 T 301 MM,401520,3346,4349.8,0.18,,,
691,Uncompressed 4K/60 Transmitter - Multimode,60-1522-13,FOX3 T 301 MM,558720,4656,6052.8,0.18,,,
692,"PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232",70-1190-11,FOX3 T 301 PC MM,341040,2842,3694.6,0.18,,,
693,"PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232",70-1190-13,FOX3 T 301 PC MM,498240,4152,5397.6,0.18,,,
694,"PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232",70-1190-12,FOX3 T 301 PC SM,375840,3132,4071.6,0.18,,,
695,"PowerCage Fiber Optic Transmitter for HDMI, USB, Audio, and RS-232",70-1190-14,FOX3 T 301 PC SM,567000,4725,6142.5,0.18,,,
696,Lossless 4K/60 Transmitter - Singlemode,60-1522-12,FOX3 T 301 SM,435480,3629,4717.7,0.18,,,
697,Uncompressed 4K/60 Transmitter - Singlemode,60-1522-14,FOX3 T 301 SM,626760,5223,6789.9,0.18,,,
698,Lossless 4K/60 Transmitter - Multimode,60-1523-11,FOX3 T 311 MM,366000,3050,3965,0.18,,,
699,"Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync",60-1523-13,FOX3 T 311 MM,523200,4360,5668,0.18,,,
700,"PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232",70-1223-11,FOX3 T 311 PC MM,306240,2552,3317.6,0.18,,,
701,"PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232",70-1223-13,FOX3 T 311 PC MM,463440,3862,5020.6,0.18,,,
702,"PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232",70-1223-12,FOX3 T 311 PC SM,340200,2835,3685.5,0.18,,,
703,"PowerCage Fiber Optic Transmitter for HDMI, USB HID, Audio, and RS-232",70-1223-14,FOX3 T 311 PC SM,531480,4429,5757.7,0.18,,,
704,"Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync",60-1523-12,FOX3 T 311 SM,400680,3339,4340.7,0.18,,,
705,"Fiber Optic Transmitter for HDMI, USB HID, Audio, Control, and 3D Sync",60-1523-14,FOX3 T 311 SM,591960,4933,6412.9,0.18,,,
706,"Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync",60-1777-11,FOX3 T 321 MM,401520,3346,4349.8,0.18,,,
707,"Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync",60-1777-13,FOX3 T 321 MM,558720,4656,6052.8,0.18,,,
708,"Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync",60-1777-12,FOX3 T 321 SM,435480,3629,4717.7,0.18,,,
709,"Fiber Optic Transmitter for DisplayPort, USB, Audio, Control, and 3D Sync",60-1777-14,FOX3 T 321 SM,626760,5223,6789.9,0.18,,,
710,"Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync",60-1778-11,FOX3 T 331 MM,366000,3050,3965,0.18,,,
711,"Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync",60-1778-13,FOX3 T 331 MM,523200,4360,5668,0.18,,,
712,"Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync",60-1778-12,FOX3 T 331 SM,400680,3339,4340.7,0.18,,,
713,"Fiber Optic Transmitter for DisplayPort, USB HID, Audio, Control, and 3D Sync",60-1778-14,FOX3 T 331 SM,591960,4933,6412.9,0.18,,,
714,"Fiber Optic Receiver for HDMI, Audio, and RS-232 - 850 nm Multimode",60-1174-21,FOXBOX Rx HDMI MM,173880,1449,1883.7,0.18,,,
715,"Fiber Optic Receiver for HDMI, Audio, and RS-232 - 1310 nm Singlemode",60-1174-22,FOXBOX Rx HDMI SM,217800,1815,2359.5,0.18,,,
716,"Fiber Optic Scaling Receiver for HDMI, Audio, and RS-232 - Multimode",60-1187-21,FOXBOX SR HDMI MM,244200,2035,2645.5,0.18,,,
717,"Fiber Optic Scaling Receiver for HDMI, Audio, and RS-232 - Singlemode",60-1187-22,FOXBOX SR HDMI SM,305520,2546,3309.8,0.18,,,
718,"Fiber Optic Transmitter for HDMI, Audio, and RS-232 - 850 nm Multimode",60-1174-11,FOXBOX Tx HDMI MM,173880,1449,1883.7,0.18,,,
719,"Fiber Optic Transmitter for HDMI, Audio, and RS-232 - 1310 nm Singlemode",60-1174-12,FOXBOX Tx HDMI SM,217800,1815,2359.5,0.18,,,
720,Front Panel Controller for FOX and FOX3 Matrix Switchers,60-1706-01,FPC 6000,734040,6117,7952.1,0.18,,,
721,4K/60 HDMI Audio De-Embedder,60-1681-01,HAE 100 4K Plus,58560,488,634.4,0.18,,,
722,4K/60 HDMI Audio Embedder,60-1682-01,HAI 100 4K Plus,58560,488,634.4,0.18,,,
723,"Meeting Collaboration System, Decorator Tx, White",42-285-01,HC 402,113400,945,1228.5,0.18,,,
724,"Meeting Collaboration System, Decorator Tx, Black",42-285-02,HC 402,113400,945,1228.5,0.18,,,
725,"Meeting Space Collaboration System, Decorator Tx, White",42-271-01,HC 403,153480,1279,1662.7,0.18,,,
726,"Meeting Space Collaboration System, Decorator Tx, Black",42-271-02,HC 403,153480,1279,1662.7,0.18,,,
727,Meeting Space Collaboration System,42-268-01,HC 404,139200,1160,1508,0.18,,,
728,Meeting Collaboration System – Zoom Room,42-268-01Z,HC 404 with Zoom,139200,1160,1508,0.18,,,
729,4K/60 HDMI Cable Equalizer,60-1621-01,HD 4K 101 Plus,30000,250,325,0.18,,,
730,Automation Controller,60-1633-01,HD CTL 100,44640,372,483.6,0.18,,,
731,HDMI Premium High Speed Optical Cable 100' (30.4 m) - Plenum,26-726-100,HD Pro P/100,50880,424,551.2,0.18,,,
732,HDMI Premium High Speed Optical Cable 125' (38 m) - Plenum,26-726-125,HD Pro P/125,55440,462,600.6,0.18,,,
733,HDMI Premium High Speed Optical Cable 150' (45.7 m) - Plenum,26-726-150,HD Pro P/150,61800,515,669.5,0.18,,,
734,HDMI Premium High Speed Optical Cable 25' (7.6 m) - Plenum,26-726-25,HD Pro P/25,27360,228,296.4,0.18,,,
735,HDMI Premium High Speed Optical Cable 250' (76.2 m) - Plenum,26-726-250,HD Pro P/250,81480,679,882.7,0.18,,,
736,HDMI Premium High Speed Optical Cable 300' (91.4 m) - Plenum,26-726-300,HD Pro P/300,92880,774,1006.2,0.18,,,
737,HDMI Premium High Speed Optical Cable 35' (10.6 m) - Plenum,26-726-35,HD Pro P/35,31200,260,338,0.18,,,
738,HDMI Premium High Speed Optical Cable 50' (15.2 m) - Plenum,26-726-50,HD Pro P/50,35040,292,379.6,0.18,,,
739,HDMI Premium High Speed Optical Cable 75' (22.8 m) - Plenum,26-726-75,HD Pro P/75,46440,387,503.1,0.18,,,
740,HDMI to DVI Standard Speed Cable - 12' (3.6 m),26-614-03,HDMI DVI-D/12,6000,50,65,0.18,,,
741,HDMI to DVI Standard Speed Cable - 25' (7.6 m),26-614-04,HDMI DVI-D/25,9600,80,104,0.18,,,
742,HDMI to DVI Standard Speed Cable - 3' (90 cm),26-614-01,HDMI DVI-D/3,3720,31,40.3,0.18,,,
743,HDMI to DVI Standard Speed Cable - 35' (10.6 m),26-614-05,HDMI DVI-D/35,20400,170,221,0.18,,,
744,HDMI to DVI Standard Speed Cable - 50' (15.2 m),26-614-06,HDMI DVI-D/50,25440,212,275.6,0.18,,,
745,HDMI to DVI Standard Speed Cable - 6' (1.8 m),26-614-02,HDMI DVI-D/6,4680,39,50.7,0.18,,,
746,Standard HDMI Pro Cable - 175' (53.2 m),26-650-175,HDMI Pro/175,73200,610,793,0.18,,,
747,HDMI Pro Cable - 200' (60.9 m),26-650-200,HDMI Pro/200,87840,732,951.6,0.18,,,
748,4K Premium High Speed HDMI Pro Cable - 25' (7.6 m),26-650-25,HDMI Pro/25,15360,128,166.4,0.18,,,
749,4K Premium High Speed HDMI Pro Cable - 35' (10.6 m),26-650-35,HDMI Pro/35,22320,186,241.8,0.18,,,
750,4K High Speed HDMI Pro Cable - 50' (15.2 m),26-650-50,HDMI Pro/50,29280,244,317.2,0.18,,,
751,"HDMI SM Cable, 6' (1.8 m)",26-683-06,HDMI SM,11160,93,120.9,0.18,,,
752,"HDMI SM Cable, 9' (2.7 m)",26-683-09,HDMI SM,12480,104,135.2,0.18,,,
753,"HDMI SM Cable, 12' (3.6 m)",26-683-12,HDMI SM,14040,117,152.1,0.18,,,
754,4K Premium High Speed HDMI Ultra-Flexible Cable - 1.5' (45 cm),26-663-02,HDMI Ultra/1.5,3240,27,35.1,0.18,,,
755,4K Premium High Speed HDMI Ultra-Flexible Cable - 12' (3.6 m),26-663-12,HDMI Ultra/12,6960,58,75.4,0.18,,,
756,4K Premium High Speed HDMI Ultra-Flexible Cable - 15' (4.5 m),26-663-15,HDMI Ultra/15,7920,66,85.8,0.18,,,
757,4K Premium High Speed HDMI Ultra-Flexible Cable - 3' (90 cm),26-663-03,HDMI Ultra/3,3840,32,41.6,0.18,,,
758,4K Premium High Speed HDMI Ultra-Flexible Cable - 6' (1.8 m),26-663-06,HDMI Ultra/6,5520,46,59.8,0.18,,,
759,4K Premium High Speed HDMI Ultra-Flexible Cable - 9' (2.7 m),26-663-09,HDMI Ultra/9,6240,52,67.6,0.18,,,
760,"HDMI to DVI Adapter: HDMI Female to DVI-D Female, Gold Plated Contacts",26-618-01,HDMIF-DVIDF,3360,28,36.4,0.18,,,
761,"HDMI Female to DVI-D Male Adapter, Gold Plated Contacts",26-616-01,HDMIF-DVIDM,3120,26,33.8,0.18,,,
762,HDMI Male to DVI-D Female Adapter,26-617-01,HDMIM-DVIDF,3120,26,33.8,0.18,,,
763,HDMI Female to DisplayPort Female Converter,60-1739-01,HDP 101 4K,26160,218,283.4,0.18,,,
764,HDMI Fiber Optic Transmitter,60-1277-12,HFX 100 Tx,104400,870,1131,0.18,,,
765,1U Basic Half Rack Shelf,60-1251-10,HRB 109,3720,31,40.3,0.18,,,
766,1U Half Rack Blank Panel,60-1251-01,HRP 100,2400,20,26,0.18,,,
767,1U Universal Half Rack Shelf Kit,60-1251-20,HRU 109,8160,68,88.4,0.18,,,
768,Tilt-Up HSA Hideaway Surface Access Enclosure: US Power Outlet - Black Anodized,60-415-01,HSA 400,87000,725,942.5,0.18,,,
769,Tilt-Up HSA Hideaway Surface Access Enclosure: Multi-Region Power Outlet - Black Anodized,60-700-0J,HSA 400,87000,725,942.5,0.18,,,
770,One Foot IEC to Edison Cable Adapter Kit,101-034-01,IEC-Edison Cable Kit,6720,56,72.8,0.18,,,
771,Four Input HDCP-Compliant Scaler with DTP Extension,60-1457-01,IN1604 DTP,197400,1645,2138.5,0.18,,,
772,Four Input HDCP-Compliant Scaler,60-1457-02,IN1604 HD,180000,1500,1950,0.18,,,
773,HDCP-Compliant Scaling Presentation Switcher,60-1081-01,IN1606,214800,1790,2327,0.18,,,
774,Standard Model,60-1238-81,IN1608 xi,310800,2590,3367,0.18,,,
775,"100 Watt 70 V Mono Amp, AV LAN",60-1238-96,IN1608 xi IPCP Q MA 70,470280,3919,5094.7,0.18,,,
776,"100 Watt 70 V Mono Amp, AV LAN, LL UI Upgrade",60-1238-96A,IN1608 xi IPCP Q MA 70,574560,4788,6224.4,0.18,,,
777,"2 x 50 Watt Stereo Amp, AV LAN",60-1238-95,IN1608 xi IPCP Q SA,470280,3919,5094.7,0.18,,,
778,"2 x 50 Watt Stereo Amp, AV LAN, LL UI Upgrade",60-1238-95A,IN1608 xi IPCP Q SA,574560,4788,6224.4,0.18,,,
779,100 Watt 70 V Mono Power Amplifier,60-1238-83,IN1608 xi MA 70,354600,2955,3841.5,0.18,,,
780,2 x 50 Watt Stereo Power Amplifier,60-1238-82,IN1608 xi SA,354600,2955,3841.5,0.18,,,
781,Four Input 4K/60 Scaler,60-1699-11,IN1804,261600,2180,2834,0.18,,,
782,Four Input 4K/60 Seamless Switcher with DTP2 input,60-1699-12,IN1804 DI,296400,2470,3211,0.18,,,
783,Four Input 4K/60 Seamless Switcher with DTP2 input and DTP2 output,60-1699-14,IN1804 DI/DO,331200,2760,3588,0.18,,,
784,Four Input 4K/60 Seamless Switcher with DTP2 output,60-1699-13,IN1804 DO,296400,2470,3211,0.18,,,
785,Six Input 4K/60 Seamless Presentation Switcher,60-1663-01,IN1806,418920,3491,4538.3,0.18,,,
786,Standard Model,60-1615-01,IN1808,480120,4001,5201.3,0.18,,,
787,Control Processor and 70 V Mono Amp,60-1615-93,IN1808 IPCP Q MA 70,631320,5261,6839.3,0.18,,,
788,"Control Processor and 70 V Mono Amp, LL UI Upgrade",60-1615-93A,IN1808 IPCP Q MA 70 with LinkLicense,735600,6130,7969,0.18,,,
789,Control Processor and Stereo Amp,60-1615-92,IN1808 IPCP Q SA,631320,5261,6839.3,0.18,,,
790,"Control Processor and Stereo Amp, LL UI Upgrade",60-1615-92A,IN1808 IPCP Q SA with LinkLicense,735600,6130,7969,0.18,,,
791,Four Input 4K/60 Seamless Scaling Switcher,60-1962-01,IN2004,261600,2180,2834,0.18,,,
792,Single Space MAAP - Black: One USB 2.0 Type-A Connector to Captive Screw,70-312-11,IN9467 USB 2.0 Type-A,4680,39,50.7,0.18,,,
793,Single Space MAAP - White: One USB 2.0 Type-A Connector to Captive Screw,70-312-21,IN9468 USB 2.0 Type-A,4680,39,50.7,0.18,,,
794,"Single Space AAP - Black: Interface Remote Connector Plate, 15-pin HD Female to Female Barrel, 3.5 mm Stereo Audio Jack",70-161-11,Interface AAP,8400,70,91,0.18,,,
795,IP Link® Accessory with Four Relays,60-545-03,IPA T RLY4,14160,118,153.4,0.18,,,
796,IPCP Pro xi Control Processor,60-1911-01,IPCP Pro 250 xi,121800,1015,1319.5,0.18,,,
797,IPCP Pro xi Control Processor w/LinkLicense for User Interfaces Upgrade,60-1911-01A,IPCP Pro 250 xi,226080,1884,2449.2,0.18,,,
798,IPCP Pro xi Quad Core Control Processor,60-1914-01,IPCP Pro 255Q xi,156600,1305,1696.5,0.18,,,
799,IPCP Pro xi Quad Control Processor w/LinkLicense for User Interfaces Upgrade,60-1914-01A,IPCP Pro 255Q xi,260880,2174,2826.2,0.18,,,
800,IPCP Pro xi Control Processor,60-1912-01,IPCP Pro 350 xi,173880,1449,1883.7,0.18,,,
801,IPCP Pro xi Control Processor w/LinkLicense for User Interfaces Upgrade,60-1912-01A,IPCP Pro 350 xi,278280,2319,3014.7,0.18,,,
802,"IP Link® Pro Control Processor, DIN Rail",60-1433-01,IPCP Pro 355DR,209520,1746,2269.8,0.18,,,
803,IP Link® Pro Control Processor w/DIN Rail and LinkLicense for User Interfaces Upgrade,60-1433-01A,IPCP Pro 355DR,313800,2615,3399.5,0.18,,,
804,IPCP Pro xi Quad Core Control Processor - DIN Rail,60-1915-01,IPCP Pro 355DRQ xi,209520,1746,2269.8,0.18,,,
805,IP Link Pro Control Processor,60-1432-01,IPCP Pro 360,226800,1890,2457,0.18,,,
806,IP Link® Pro Control Processor w/LinkLicense for User Interfaces Upgrade,60-1432-01A,IPCP Pro 360,331200,2760,3588,0.18,,,
807,IPCP Pro xi Quad Core Control Processor,60-1916-01,IPCP Pro 360Q xi,244200,2035,2645.5,0.18,,,
808,IPCP Pro xi Quad Control Processor w/LinkLicense for User Interfaces Upgrade,60-1916-01A,IPCP Pro 360Q xi,348600,2905,3776.5,0.18,,,
809,IP Link® Pro Control Processor,60-1418-01,IPCP Pro 550,331200,2760,3588,0.18,,,
810,IPCP Pro xi Control Processor w/LinkLicense for User Interfaces Upgrade,60-1913-01A,IPCP Pro 550 xi,435480,3629,4717.7,0.18,,,
811,IPCP Pro xi Quad Control Processor w/LinkLicense for User Interfaces Upgrade,60-1917-01A,IPCP Pro 555Q xi,487680,4064,5283.2,0.18,,,
812,IPCP Pro xi Power and Device Control Processor,60-1910-01,IPCP Pro PCS1 xi,87000,725,942.5,0.18,,,
813,IPCP Pro xi Power and Device Control Processor w/LinkLicense for User Interfaces,60-1910-01A,IPCP Pro PCS1 xi,191280,1594,2072.2,0.18,,,
814,IPCP Pro xi Control Processor,60-1979-01,IPCP Pro S1 xi,74880,624,811.2,0.18,,,
815,"IPCP Pro xi Control Proc., LL UI Upgrade",60-1979-01A,IPCP Pro S1 xi,179280,1494,1942.2,0.18,,,
816,Control System I/O Expansion Interface,60-1908-01,IPL EXP 200,87000,725,942.5,0.18,,,
817,Control System Power Expansion Interface,60-1956-01,IPL EXP PDU4H,139200,1160,1508,0.18,,,
818,Control System Power Expansion Interface with Cable Kit,60-1956-02,IPL EXP PDU4H,145200,1210,1573,0.18,,,
819,Control System Power Expansion Interface,60-1928-01,IPL EXP PDU8L,90000,750,975,0.18,,,
820,Control System I/O Expansion Interface,60-1907-01,IPL EXP RIO8,87000,725,942.5,0.18,,,
821,Control System I/O Expansion Interface,60-1905-01,IPL EXP S2,40080,334,434.2,0.18,,,
822,Control System I/O Expansion Interface,60-1906-01,IPL EXP S5,78720,656,852.8,0.18,,,
823,Six Serial Port IP Link® Pro Control Processor,60-1414-01,IPL Pro S6,104400,870,1131,0.18,,,
824,"Four Port Power Control and Current Sensor, 120 VAC",60-544-07,IPL T PCS4,127800,1065,1384.5,0.18,,,
825,"Four Port Power Control and Current Sensor, 220 VAC",60-544-09,IPL T PCS4i,127800,1065,1384.5,0.18,,,
826,IR Emitter Kit: Dual Kit With Shield,70-283-02,IR Emitter and Shield - Dual Kit,3720,31,40.3,0.18,,,
827,IR Emitter Kit: With Shield,70-283-01,IR Emitter and Shield Kit,3360,28,36.4,0.18,,,
828,Remote IR Receiver,70-223-01,IR Sensor,3720,31,40.3,0.18,,,
829,Eight Input HDMI & DisplayPort 4K/60 Seamless Switcher,60-1684-01,ISS 608,604080,5034,6544.2,0.18,,,
830,"12-Input 4K/60 HDMI, DisplayPort, and 12G-SDI Seamless Switcher",60-1685-01,ISS 612,755280,6294,8182.2,0.18,,,
831,JPEG 2000 Professional Encoding Software,79-550-02,J2KENC-PRO,366000,3050,3965,0.18,,,
832,"One-gang 2.5"" deep",70-1036-01,JB 125,1920,16,20.8,0.18,,,
833,"Two-gang 2.5"" deep",70-1036-02,JB 225,3120,26,33.8,0.18,,,
834,KNX IP Interface,60-1796-01,KNX 100G,44640,372,483.6,0.18,,,
835,FOX3 Uncompressed 4K/60 Upgrade - Multimode,70-1098-11,LinkLicense,157320,1311,1704.3,0.18,,,
836,FOX3 Uncompressed 4K/60 Upgrade - Singlemode,70-1098-12,LinkLicense,191280,1594,2072.2,0.18,,,
837,User Interface Upgrade,79-2546-01,LinkLicense,104400,870,1131,0.18,,,
838,SMP 351 80 GB Dual Recording Upgrade,79-2547-01,LinkLicense,135360,1128,1466.4,0.18,,,
839,SMP 351 w/ 3G-SDI 80 GB Dual Recording Upgrade,79-2547-02,LinkLicense,135360,1128,1466.4,0.18,,,
840,SMP 351 400 GB Dual Recording Upgrade,79-2547-03,LinkLicense,135360,1128,1466.4,0.18,,,
841,SMP 351 w/ 3G-SDI 400 GB Dual Recording Upgrade,79-2547-04,LinkLicense,135360,1128,1466.4,0.18,,,
842,NAVigator 48 Endpoints Upgrade,79-2551-02,LinkLicense,146280,1219,1584.7,0.18,,,
843,NAVigator 96 Endpoints Upgrade,79-2551-03,LinkLicense,440160,3668,4768.4,0.18,,,
844,NAVigator 240 Endpoints Upgrade,79-2551-04,LinkLicense,734040,6117,7952.1,0.18,,,
